dataset,query_id,label,fixed_f1,chosen_f1,chosen_tokens,fixed_tokens,features_json
bioasq,bioasq_4564,fixed_10_full,0.216216,0.216216,3845.0,3845.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.134654, 0.10067630000000001, 0.01651324808176756, 0.05404099999999999, 0.12303384971853787, 0.022776894856446895, 0.08026497541847995, 0.05649293745451297, 0.2622796203603309, 0.12303384971853787, 1.0, 0.13374945245305994, 0.36529054007745615, 0.5674721856087281, 0.4325278143912718, 1.3555271449711588, 0.43532109222967696, 2.289486140627773, 0.9943111972686142]"
bioasq,bioasq_1693,fixed_10_full,0.118812,0.118812,3460.0,3460.0,"[7.0, 7.0, 1.0, 0.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.520012, 0.24791180000000002, 0.15837553827330786, 0.433823, 0.03754913348153512, 0.30047191218664177, 0.07578094351668813, 0.1529060867826127, 0.505213341230587, 0.30047191218664177, 2.0, 0.2097568570757826, 0.5504921508375156, 0.7772360976766737, 0.22276390232332627, 2.0210730873122293, 0.5924249514464487, 2.100957307767576, 0.9124341654777701]"
bioasq,bioasq_4120,coverage_guided_ultra,0.361111,0.693878,472.0,3438.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.209645, 0.1226687, 0.034431026516936726, 0.123011, 0.30399007846597825, 0.006801974766867718, 0.1089890052231153, 0.0035822461780629236, 0.47918147344320156, 0.30399007846597825, 1.0, 0.17090341709009713, 0.4076418841970282, 0.5958129498396901, 0.4041870501603098, 1.920054585252823, 0.478160715105338, 2.266885961093189, 0.9844960640067214]"
bioasq,bioasq_1234,answer_aware_fallback,0.222222,0.233333,736.0,3446.0,"[7.0, 7.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.164388, 0.1216766, 0.02932865278597024, 0.071398, 0.003102416234761725, 0.05975496994914469, 0.06513857459181932, 0.07538871450470838, 0.3170851886999051, 0.18908922792417937, 4.0, 0.1351023943798561, 0.39639585589998405, 0.6064691156721999, 0.3935308843278001, 1.4643114828572192, 0.46792981843406045, 2.27417004854592, 0.9876595029931433]"
bioasq,bioasq_2770,answer_aware_fallback,0.442105,0.488889,736.0,2421.0,"[7.0, 7.0, 1.0, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.30736, 0.12367120000000001, 0.07624140682044109, 0.23950200000000002, 0.3576490109318064, 0.04117321707444039, 0.29594612181155644, 0.05253123373243104, 0.696603331598126, 0.3576490109318064, 1.0, 0.2485299730252476, 0.5575841424680928, 0.7088465220681938, 0.29115347793180624, 3.2960150988718744, 0.6276975928751142, 2.1410532187395424, 0.9298475983597791]"
bioasq,bioasq_3787,adaptive_k_full,0.589744,0.800000,450.0,3155.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.485591, 0.1299648, 0.11882158337339221, 0.404863, 0.7841846327464883, 0.01108134211713149, 0.003873630277332174, 0.02102592510981463, 0.8009724232945009, 0.7841846327464883, 1.0, 0.37363270670212245, 0.5307637144826908, 0.6801749396759739, 0.3198250603240262, 5.024429360759886, 0.6064703084461115, 2.0343316174181183, 0.8834989958060059]"
bioasq,bioasq_2905,fixed_10_full,0.322581,0.322581,3407.0,3407.0,"[5.0, 5.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.199661, 0.1132505, 0.04459132408720333, 0.131222, 0.05388633734179443, 0.2860147950776566, 0.08053650938340486, 0.051852890649651165, 0.4947536073644828, 0.2860147950776566, 2.0, 0.1763003253848769, 0.4594761171032357, 0.6507282528553957, 0.3492717471446042, 1.9792323400543232, 0.5235879669924425, 2.2310030756984145, 0.9689123248850041]"
bioasq,bioasq_2237,adaptive_k_full,0.037736,0.083333,299.0,3200.0,"[13.0, 13.0, 1.0, 1.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.398595, 0.1748576, 0.07680737040180453, 0.26429899999999995, 0.49624807135061905, 0.11080419975162763, 0.0024335478367766747, 0.007619262660093609, 0.6382593860936538, 0.49624807135061905, 1.0, 0.22795406090441594, 0.4323603892538843, 0.6038399246015044, 0.39616007539849574, 2.7644117402280353, 0.5121282571320573, 2.227160353269378, 0.9672434517385876]"
bioasq,bioasq_3039,adaptive_k_full,0.413793,0.428571,396.0,3387.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.453984, 0.178379, 0.1189202317286676, 0.371873, 0.31439874533023193, 0.13345844787481492, 0.13166983858461973, 0.07433081342073726, 0.7058596778741101, 0.31439874533023193, 1.0, 0.2545052949057905, 0.5695177122867602, 0.751390578487378, 0.248609421512622, 3.3997378964316476, 0.6277804109523859, 2.107415877710017, 0.9152390867647585]"
bioasq,bioasq_284,coverage_guided_ultra,0.166667,0.166667,2203.0,2588.0,"[11.0, 11.0, 1.0, 1.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.445713, 0.312889, 0.0685391499597128, 0.272469, 0.1477116440399989, 0.10873813418051528, 0.0012474394958190604, 0.011460289468783727, 0.298660797418967, 0.16795336909625697, 9.0, 0.14245083719785612, 0.369779378629482, 0.5754273879874333, 0.4245726120125668, 1.4258435808519625, 0.42732433058311536, 2.277695308644338, 0.98919050400116]"
bioasq,bioasq_2298,fixed_10_full,0.181818,0.181818,3463.0,3463.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.402965, 0.26094819999999996, 0.05690258670886589, 0.21116500000000002, 0.2740362066184408, 0.011576687801670194, 0.03872544761952026, 0.000960381174543691, 0.38740833571153827, 0.2740362066184408, 1.0, 0.1544233683160106, 0.37684720569063135, 0.5757836229565868, 0.4242163770434132, 1.6324087614896317, 0.443942234636014, 2.2803513503199175, 0.9903440082445693]"
bioasq,bioasq_4310,fixed_10_full,0.285714,0.285714,3582.0,3582.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.294684, 0.2028389, 0.07325359370631587, 0.187332, 0.013010546890906884, 0.08390343554451547, 0.02003502056440126, 0.32235886576807704, 0.13432354657870796, 0.32235886576807704, 5.0, 0.14527982551670318, 0.41986966010957466, 0.6739244789830748, 0.3260755210169253, 1.1551659930772518, 0.4715051465572986, 2.2349078703978362, 0.9706081556759281]"
bioasq,bioasq_4601,answer_aware_fallback,0.257143,0.281690,970.0,3983.0,"[7.0, 7.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.382849, 0.1923684, 0.10685112356657743, 0.304537, 0.018639202400946523, 0.2528333625006204, 0.30292883094901646, 0.02447962512635535, 0.5805500340865458, 0.30292883094901646, 3.0, 0.19901865379137115, 0.5393183079965317, 0.7074987367987674, 0.2925012632012326, 2.384074576862242, 0.5929438471698405, 2.159927338051227, 0.9380445242276275]"
bioasq,bioasq_3810,adaptive_k_full,0.313253,0.333333,547.0,3288.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.221397, 0.11334459999999999, 0.0430360788878355, 0.15047300000000002, 0.3786320501181137, 0.012619863864460634, 0.0811212437386234, 0.07005966657181442, 0.4723731577211977, 0.3786320501181137, 1.0, 0.19533087593056928, 0.43561051871902146, 0.6417341452526191, 0.35826585474738104, 1.8952788597354793, 0.49832207483394847, 2.2376907496652376, 0.9718167447855635]"
bioasq,bioasq_4231,fixed_10_full,0.235294,0.235294,4611.0,4611.0,"[7.0, 7.0, 1.0, 0.0, 0.0, 2.0, 1.0, 1.0, 0.0, 0.340528, 0.24514390000000003, 0.08402201250559284, 0.216108, 0.07776453037635665, 0.011194380491472177, 7.047878588535595e-05, 0.04093642813513135, 0.11403173894657709, 0.2434953953859888, 6.0, 0.13890943237828882, 0.39356883854748165, 0.6431805971920982, 0.35681940280790175, 1.1287086049911004, 0.438281453000616, 2.238261151090852, 0.9720644669771775]"
bioasq,bioasq_2450,fixed_10_full,0.591133,0.591133,2485.0,2485.0,"[3.0, 3.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.281375, 0.0865974, 0.06742144208959046, 0.232447, 0.6105162150155486, 0.0867561083962683, 0.0686237227898712, 0.02800888494002665, 0.7696419369169257, 0.6105162150155486, 1.0, 0.3249231501176709, 0.5498386787594084, 0.7007531403945153, 0.29924685960548464, 4.341067929709798, 0.6205861959304113, 2.087192816565701, 0.90645632290259]"
bioasq,bioasq_1674,fixed_10_full,0.393162,0.393162,2461.0,2461.0,"[14.0, 14.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.266398, 0.184581, 0.0350797464728581, 0.14106900000000003, 0.24515574441249569, 0.0031869608630694995, 0.011246330678158238, 0.02019159302997768, 0.3072545589681605, 0.24515574441249569, 1.0, 0.14432579734642245, 0.3617528347988146, 0.5685942756838461, 0.43140572431615387, 1.4435316939949934, 0.4275220347100305, 2.2849920450120065, 0.9923594363415411]"
bioasq,bioasq_2818,fixed_10_full,0.130435,0.130435,1517.0,1517.0,"[2.0, 2.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 1.0, 0.135238, 0.10141739999999999, 0.012966703638164944, 0.04461, 0.2019107055709194, 0.0007246483976397231, 0.043826439314393895, 0.05326165722651918, 0.25015897898519646, 0.2019107055709194, 1.0, 0.1333479264899317, 0.3460984012605332, 0.5465709040066103, 0.4534290959933897, 1.333616022562545, 0.4216674535300131, 2.2948777287236326, 0.9966527342273412]"
bioasq,bioasq_4230,adaptive_k_full,0.272727,0.311111,449.0,4644.0,"[5.0, 5.0, 1.0, 0.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.300742, 0.1217646, 0.06504802022075692, 0.21779700000000002, 0.41137918880635227, 0.24834575815815554, 0.015165823197292016, 0.0013466692380844796, 0.6784453119284969, 0.41137918880635227, 1.0, 0.2469863983456604, 0.47641104228979525, 0.6361282343144067, 0.3638717656855933, 3.1098909053306447, 0.5523162817622328, 2.1903496961288025, 0.9512567864672032]"
bioasq,bioasq_4327,adaptive_k_full,0.430380,0.464286,514.0,3491.0,"[23.0, 18.0, 0.782608695652174, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.18342, 0.1623301, 0.008959251636716093, 0.033317999999999987, 0.06847126812779407, 0.035132482826300326, 0.005468324064987482, 0.009530040344564386, 0.11511285574092243, 0.06847126812779407, 1.0, 0.11299198361856488, 0.31953285311842966, 0.5201857203315959, 0.47981427966840406, 1.1300876122879007, 0.3930873351425373, 2.3010876774508167, 0.9993496806924593]"
bioasq,bioasq_816,coverage_guided_ultra,0.211679,0.209059,743.0,3735.0,"[13.0, 12.0, 0.9230769230769231, 1.0, 1.0, 3.0, 1.0, 1.0, 0.0, 0.413855, 0.3016321, 0.047755229616137325, 0.155601, 0.11011586183566696, 0.17239129646857004, 0.005562334634110911, 0.003276509888729202, 0.2966522091070543, 0.17239129646857004, 2.0, 0.13720522451025602, 0.35774574390457775, 0.5519293205199314, 0.4480706794800686, 1.4217717222519959, 0.4317661472767038, 2.2908016904288853, 0.9948825332879061]"
bioasq,bioasq_4204,task_aware_coverage_ultra,0.216216,0.210526,348.0,3190.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.537771, 0.3547653, 0.11231018862779102, 0.34831, 0.03943686067117789, 0.1444462419877606, 0.075827815185274, 0.05532652374337771, 0.3502122650719358, 0.1444462419877606, 2.0, 0.15158500563612057, 0.4209030590083077, 0.6316178611606039, 0.3683821388393961, 1.5389641051176608, 0.47529071895607905, 2.2519788151162117, 0.978021972767994]"
bioasq,bioasq_904,fixed_10_full,0.266667,0.266667,3038.0,3038.0,"[7.0, 7.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.125318, 0.0861681, 0.01949964240928536, 0.05784900000000001, 0.15407204072838712, 0.00677476499784539, 0.06146762635854387, 0.029365294690307877, 0.3876617884102843, 0.16534735632550793, 4.0, 0.14543433126644317, 0.3905029819620022, 0.5926601607787568, 0.4073398392212431, 1.6330844312391677, 0.4634668730871897, 2.277996284220193, 0.9893212160329414]"
bioasq,bioasq_3266,coverage_guided_ultra,0.533333,0.620690,457.0,3789.0,"[6.0, 6.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.533262, 0.1227171, 0.13903827840594835, 0.47996300000000003, 0.7499034245830379, 0.041381159730113935, 0.06644576212068362, 0.0059651728418676055, 0.8634067306502244, 0.7499034245830379, 1.0, 0.43454579679604555, 0.6339206190498309, 0.7550993300852122, 0.24490066991478773, 7.321004942339374, 0.6948009320828157, 1.897858435463506, 0.8242294459553393]"
bioasq,bioasq_2283,fixed_10_full,0.045455,0.045455,3218.0,3218.0,"[12.0, 12.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.607419, 0.1821876, 0.14311008305091577, 0.505912, 0.7355054748040479, 0.0071021815254379336, 0.008583860564124638, 0.016502611870883203, 0.7520854632469515, 0.7355054748040479, 1.0, 0.3334030416998742, 0.5074017112031773, 0.673010676906661, 0.32698932309333895, 4.033648099450156, 0.5725622887552282, 2.0931002335372138, 0.9090218814956196]"
bioasq,bioasq_3926,coverage_guided_ultra,0.310345,0.309859,666.0,4780.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.241392, 0.1547736, 0.0502935261384604, 0.148838, 0.06945963412209188, 0.12214986412142899, 0.10356598395970039, 0.07484920792735468, 0.3371445615430502, 0.12214986412142899, 2.0, 0.15596458310719657, 0.4271762109300294, 0.640485845131211, 0.359514154868789, 1.5086245687715614, 0.48638802693703753, 2.250318676162661, 0.9773009835812743]"
bioasq,bioasq_3297,fixed_10_full,0.258065,0.258065,3509.0,3509.0,"[8.0, 7.0, 0.875, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.230208, 0.12646079999999998, 0.049075248862945155, 0.145461, 0.10694676118988047, 0.28208837225465666, 0.05382958020572694, 0.027401306644425884, 0.5470965387823186, 0.28208837225465666, 2.0, 0.18203901920595156, 0.4558289999746957, 0.6396954629418761, 0.36030453705812393, 2.207976060309605, 0.5273888695235298, 2.2347276841369803, 0.9705299017771236]"
bioasq,bioasq_3843,adaptive_k_full,0.465116,0.500000,940.0,4223.0,"[10.0, 9.0, 0.9, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.425744, 0.2832343, 0.0729727236466476, 0.22790100000000002, 0.05653867112631067, 0.22746063362020363, 0.038790916607162995, 0.0447475478221654, 0.35269081889586235, 0.22746063362020363, 2.0, 0.15031512779349113, 0.3997573740186129, 0.5988526107184052, 0.4011473892815948, 1.544856815245947, 0.46567629482481354, 2.270984476533943, 0.9862760266466362]"
bioasq,bioasq_4096,coverage_guided_ultra,0.346667,0.400000,566.0,3790.0,"[9.0, 8.0, 0.8888888888888888, 1.0, 0.0, 3.0, 1.0, 1.0, 0.0, 0.444207, 0.1646596, 0.0973589664717123, 0.34240800000000005, 0.5810804422262594, 0.033903112737980245, 0.014637319988203714, 0.017167671828674454, 0.7159252330557602, 0.5810804422262594, 1.0, 0.26977291333150333, 0.48665307094150606, 0.663207004025274, 0.33679299597472606, 3.5202000190192413, 0.5575465810202564, 2.1700536678836144, 0.9424423333957656]"
bioasq,bioasq_3686,fixed_10_full,0.093750,0.093750,3413.0,3413.0,"[4.0, 4.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.427403, 0.0856228, 0.11419719622635224, 0.386922, 0.8450081071026643, 0.028064847462465167, 0.004040682915187772, 0.015346172113906537, 0.8850405823075644, 0.8450081071026643, 1.0, 0.49916961370102353, 0.6398949812433137, 0.7586203674722154, 0.24137963252778466, 8.698721862661294, 0.7072655640868089, 1.7863977082886962, 0.7758226671943956]"
bioasq,bioasq_1317,fixed_10_full,0.363636,0.363636,2911.0,2911.0,"[8.0, 7.0, 0.875, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.304166, 0.1490462, 0.06063566044300994, 0.19619599999999998, 0.26473044324480705, 0.28556117383270985, 0.03909049663670495, 0.0048032981990097185, 0.5978182965880473, 0.28556117383270985, 2.0, 0.20407497809404065, 0.44589932517568376, 0.6117713836380935, 0.38822861636190664, 2.4864383225700974, 0.5225464503817694, 2.2328406083650947, 0.9697103551824603]"
bioasq,bioasq_1908,fixed_10_full,0.620690,0.620690,2354.0,2354.0,"[7.0, 7.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.257356, 0.1773808, 0.04651748662126964, 0.13806899999999997, 0.12047513949548477, 0.049165358491739065, 0.009725827258738889, 0.13934782946579838, 0.24997668599138928, 0.13934782946579838, 5.0, 0.14508672866510916, 0.39316825721836857, 0.6210497415729324, 0.37895025842706764, 1.3332918874952724, 0.45636461792661176, 2.268227911271877, 0.9850788655643148]"
bioasq,bioasq_1596,fixed_10_full,0.171429,0.171429,3623.0,3623.0,"[6.0, 6.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.164571, 0.1010984, 0.02582493564057808, 0.089448, 0.28156844158448324, 0.019480953509427544, 0.04550011848989195, 0.07226060484532512, 0.39367810853674096, 0.28156844158448324, 1.0, 0.1627829916200454, 0.3935087004344282, 0.5985782168659445, 0.40142178313405547, 1.6492889570367697, 0.4627308530659055, 2.2723966557500397, 0.9868893282876455]"
bioasq,bioasq_629,fixed_10_full,0.598425,0.598425,4196.0,4196.0,"[8.0, 8.0, 1.0, 1.0, 1.0, 2.0, 1.0, 1.0, 0.0, 0.66244, 0.2053972, 0.16787254256119433, 0.565922, 0.4769186643318641, 0.2252339834551053, 0.05572127286999577, 0.0030659380472193784, 0.7965204395869814, 0.4769186643318641, 1.0, 0.3225165678986861, 0.5872796708036916, 0.7309948723741123, 0.26900512762588785, 4.9144985273716, 0.6490020617314239, 2.052289592398612, 0.8912980452461909]"
bioasq,bioasq_670,fixed_10_full,0.458333,0.458333,3396.0,3396.0,"[8.0, 8.0, 1.0, 0.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.357229, 0.2333974, 0.05874333047963829, 0.209548, 0.17971385301865192, 0.08803876504987006, 0.013453555002533323, 0.05264970089214479, 0.33576221415394614, 0.17971385301865192, 1.0, 0.15305611802016647, 0.39068087305171356, 0.6023623228022249, 0.39763767719777515, 1.5054849653370421, 0.4528865189823751, 2.271656447671848, 0.9865678600038267]"
bioasq,bioasq_395,coverage_guided_ultra,0.598425,0.703125,466.0,4177.0,"[10.0, 10.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.436056, 0.2990249, 0.0603056551302612, 0.18954, 0.10273909773056673, 0.20776689232575635, 0.02554029757645809, 0.0460537178710991, 0.346849945878511, 0.20776689232575635, 2.0, 0.14582598305358518, 0.37721607799216716, 0.5692840295239627, 0.4307159704760373, 1.5310417471296653, 0.4534452504567738, 2.283728220486927, 0.9918105643242051]"
bioasq,bioasq_957,answer_aware_fallback,0.203390,0.256410,1097.0,4052.0,"[8.0, 8.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.591835, 0.40206200000000003, 0.1377076599539764, 0.351633, 0.01587604653323977, 0.07530308278489786, 0.04707731039901333, 0.22331730972314914, 0.24947493811619792, 0.22331730972314914, 5.0, 0.1471999343384851, 0.4258412881595376, 0.6631671234784685, 0.3368328765215315, 1.3324005430145411, 0.4860451364571751, 2.2435132962106588, 0.9743454446208647]"
bioasq,bioasq_285,answer_aware_fallback,0.377953,0.483871,666.0,4255.0,"[7.0, 7.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.531255, 0.3989989, 0.1001381784430394, 0.367765, 0.0041411374951764775, 0.1250397643316299, 0.07262802232449578, 0.025857638986927178, 0.24240336561538253, 0.31394528051500686, 9.0, 0.13314698361323804, 0.3816895234548266, 0.588837964214939, 0.41116203578506105, 1.3199636252506357, 0.43559480170606923, 2.2670325399757503, 0.9845597224065814]"
bioasq,bioasq_4468,fixed_10_full,0.650000,0.650000,3359.0,3359.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.501076, 0.1579158, 0.11999822014663383, 0.40884999999999994, 0.6188562214115224, 0.007853100128523461, 0.12997828672696357, 0.03048040616593091, 0.7786822757426018, 0.6188562214115224, 1.0, 0.3173058047389811, 0.5566922372555501, 0.7041220701158465, 0.29587792988415346, 4.518390939340108, 0.6304069403888408, 2.0931540972032985, 0.9090452741885753]"
bioasq,bioasq_1695,coverage_guided_ultra,0.000000,0.040816,406.0,3862.0,"[10.0, 10.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.438903, 0.2675446, 0.08136399711936478, 0.25622199999999995, 0.21580850438479574, 0.0041353100799037855, 0.09173553154113778, 0.07284980963903187, 0.43124334989735774, 0.21580850438479574, 1.0, 0.16404853620667356, 0.42066107856409735, 0.6268827701998096, 0.37311722980019035, 1.7582212002611877, 0.48833504000555394, 2.258634440282172, 0.9809124740511869]"
bioasq,bioasq_3839,adaptive_k_full,0.631579,0.647059,390.0,3070.0,"[10.0, 10.0, 1.0, 1.0, 1.0, 3.0, 0.0, 0.0, 0.0, 0.142268, 0.1039549, 0.014717331303262832, 0.05294800000000001, 0.20694042230157172, 0.01606826552703346, 0.04747378187645849, 0.018148845840245176, 0.2888281271965586, 0.20694042230157172, 1.0, 0.13685550176085975, 0.35172560408407877, 0.5488918752266607, 0.45110812477333917, 1.4061298516461251, 0.4258424584623197, 2.293177572527697, 0.9959143657730727]"
bioasq,bioasq_4062,adaptive_k_full,0.288889,0.288889,2032.0,3104.0,"[9.0, 9.0, 1.0, 1.0, 0.0, 1.0, 1.0, 1.0, 0.0, 0.470836, 0.3621766, 0.09263664680913272, 0.26550699999999994, 0.0017373352929682213, 0.06778581077062927, 0.08134467203017612, 0.008331988208208399, 0.17150982507709683, 0.2869045697440297, 7.0, 0.13000177261590062, 0.38074132895388607, 0.5988352091217378, 0.4011647908782622, 1.2070149173381048, 0.43422139006920685, 2.2675850489549942, 0.984799674007469]"
bioasq,bioasq_4036,task_aware_coverage_ultra,0.137931,0.192308,722.0,3983.0,"[4.0, 4.0, 1.0, 1.0, 0.0, 1.0, 0.0, 0.0, 0.0, 0.219128, 0.0819152, 0.04806501506251714, 0.171114, 0.5408984703004637, 0.07336351356284908, 0.06988153042970323, 0.03692818809097877, 0.6899163958964623, 0.5408984703004637, 1.0, 0.26750590854932904, 0.4935054788366506, 0.6609481512588629, 0.3390518487411372, 3.2249367163124742, 0.5640149173976312, 2.1713711836831378, 0.9430145232373188]"
bioasq,bioasq_2599,coverage_guided_ultra,0.390805,0.470588,477.0,2332.0,"[22.0, 20.0, 0.9090909090909091, 1.0, 0.0, 5.0, 0.0, 0.0, 0.0, 0.555501, 0.1636581, 0.14600679018966892, 0.482671, 0.44334573655132936, 0.3341344119992583, 0.008082793730344309, 0.0031071051177225697, 0.8220543257347871, 0.44334573655132936, 1.0, 0.3394277460144044, 0.6039010595870293, 0.7370866458794278, 0.2629133541205721, 5.619692662545903, 0.6636069118096332, 2.0093344353929505, 0.8726428575893445]"
bioasq,bioasq_2277,answer_aware_fallback,0.323529,0.354839,985.0,3641.0,"[10.0, 9.0, 0.9, 1.0, 0.0, 3.0, 0.0, 0.0, 0.0, 0.29433, 0.1879451, 0.0551078378807407, 0.17506099999999997, 0.13714198348792167, 0.0324363809329664, 0.16970067611184722, 0.015934495294397444, 0.40817449801243494, 0.16970067611184722, 3.0, 0.15660424240908646, 0.42177901951154884, 0.6179331091898645, 0.38206689081013556, 1.68968724166437, 0.4879516032828318, 2.2611099729851643, 0.9819875842438676]"
bioasq,bioasq_3201,adaptive_k_full,0.218182,0.236364,536.0,3260.0,"[7.0, 7.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.420749, 0.1266428, 0.09873107814746074, 0.337991, 0.7192150189305263, 0.0240024337550416, 0.006139052023890733, 0.0040166465042103415, 0.7868539200330839, 0.7192150189305263, 1.0, 0.3322328628236268, 0.5108304617396331, 0.6649166000751721, 0.33508339992482794, 4.691618068487194, 0.5879621046049593, 2.097408796254579, 0.9108930665087053]"
bioasq,bioasq_1862,coverage_guided_ultra,0.705882,0.705882,302.0,2741.0,"[6.0, 6.0, 1.0, 1.0, 1.0, 1.0, 0.0, 0.0, 0.0, 0.542843, 0.2166315, 0.14591213554002286, 0.455599, 0.33824512796517586, 0.12711410113052954, 0.0019876833633297227, 0.21390530963833007, 0.6027654404680542, 0.33824512796517586, 1.0, 0.25058359472191255, 0.5503807156392307, 0.7833953049302617, 0.21660469506973823, 2.517404329518262, 0.5999155699056528, 2.0922151356211316, 0.908637488354721]"
bioasq,bioasq_4189,coverage_guided_ultra,0.303030,0.410959,598.0,4621.0,"[8.0, 7.0, 0.875, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.322515, 0.1975808, 0.06558511107377954, 0.196045, 0.09382509340650826, 0.19674743810365405, 0.0037145559121281326, 0.07945987008356203, 0.397445080073795, 0.19674743810365405, 2.0, 0.16323195371210159, 0.42694988581886495, 0.6405010000971754, 0.3594989999028245, 1.6595997591762592, 0.49066306353886324, 2.249651216107774, 0.977011109362546]"
bioasq,bioasq_3320,adaptive_k_full,0.333333,0.368932,489.0,3194.0,"[12.0, 12.0, 1.0, 1.0, 0.0, 1.0, 2.0, 1.0, 0.0, 0.407538, 0.27293219999999996, 0.06044179736539938, 0.2015, 0.16486806138323304, 0.09874171242927032, 0.014094391197876092, 0.019519652155136426, 0.36926127134156816, 0.16486806138323304, 1.0, 0.14931840215262254, 0.3839755807486255, 0.5860085398498236, 0.4139914601501765, 1.5854425209103287, 0.4525222020188325, 2.279262425605059, 0.989871094249698]"
bioasq,bioasq_3520,adaptive_k_full,0.250000,0.313253,505.0,2830.0,"[11.0, 10.0, 0.9090909090909091, 1.0, 2.0, 2.0, 0.0, 0.0, 0.0, 0.668459, 0.1631416, 0.16894279628690892, 0.578374, 0.7958947369995767, 0.02879608173425745, 0.0040316608797248635, 0.011539974777809856, 0.8349203167284754, 0.7958947369995767, 1.0, 0.40974159870934207, 0.5652034796765509, 0.7030230180407696, 0.2969769819592305, 6.057680631451123, 0.635497439283344, 1.9689440218383563, 0.8551015238607939]"
bioasq,bioasq_211,answer_aware_fallback,0.366197,0.351351,748.0,2556.0,"[12.0, 12.0, 1.0, 1.0, 0.0, 2.0, 0.0, 0.0, 0.0, 0.480661, 0.3664153, 0.07814342834179981, 0.220148, 0.012372545307399561, 0.06674766623462279, 0.08765637320273535, 0.13355150511483144, 0.18930805702979853, 0.13355150511483144, 5.0, 0.1311792930044133, 0.381535923854708, 0.5971835783058186, 0.4028164216941814, 1.2335141710379092, 0.4458909791666468, 2.279812000673498, 0.9901097716693127]"
bioasq,bioasq_3341,answer_aware_fallback,0.388889,0.388889,886.0,2850.0,"[7.0, 7.0, 1.0, 1.0, 1.0, 2.0, 0.0, 0.0, 0.0, 0.436194, 0.17660700000000001, 0.13047690167382117, 0.354418, 0.14084787961319967, 0.18009417827847243, 0.38503509906142674, 0.02145146425672981, 0.7668124733490145, 0.38503509906142674, 3.0, 0.24698568006930643, 0.6269015384441161, 0.757114950143539, 0.24288504985646095, 4.28839404217667, 0.6909719773502149, 2.062928588767616, 0.895918502662238]"
