retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
tfidf,1146,"[""13906581"", ""17626822"", ""21323587"", ""10374686"", ""28738741"", ""16204011"", ""21186109"", ""16495649"", ""45920278"", ""20746604""]","[0.419702, 0.155966, 0.129447, 0.122752, 0.11893, 0.118488, 0.109872, 0.102197, 0.096919, 0.089476]",1.0,1.0,1.0
tfidf,1150,"[""11369420"", ""28614776"", ""12903921"", ""10795340"", ""9460704"", ""52893592"", ""27907205"", ""11344428"", ""8764879"", ""5765455""]","[0.285808, 0.188163, 0.184049, 0.145571, 0.143909, 0.14279, 0.138722, 0.135541, 0.118488, 0.115064]",1.0,1.0,1.0
tfidf,1163,"[""15305881"", ""10071552"", ""8065561"", ""12224536"", ""21853444"", ""1914588"", ""20460020"", ""34469966"", ""799586"", ""14275671""]","[0.571761, 0.220125, 0.219406, 0.147881, 0.112901, 0.097708, 0.087981, 0.08163, 0.079121, 0.07703]",1.0,1.0,1.0
tfidf,1175,"[""38899659"", ""16058322"", ""8646760"", ""612002"", ""47240151"", ""22191759"", ""10627801"", ""2566674"", ""18375089"", ""7643848""]","[0.267204, 0.207693, 0.186162, 0.143759, 0.131205, 0.128105, 0.127826, 0.118138, 0.096531, 0.086852]",0.0,0.0,0.0
tfidf,1179,"[""10627801"", ""16058322"", ""2566674"", ""21932297"", ""1569031"", ""20018321"", ""4393153"", ""25175223"", ""44366096"", ""8748720""]","[0.248343, 0.194193, 0.141751, 0.141162, 0.11026, 0.103759, 0.101293, 0.100541, 0.099805, 0.093548]",0.0,0.0,0.0
tfidf,1180,"[""10627801"", ""16058322"", ""2566674"", ""44366096"", ""6404801"", ""25175223"", ""8005007"", ""14474178"", ""4393153"", ""4402497""]","[0.275059, 0.252972, 0.238878, 0.197256, 0.157848, 0.151562, 0.142749, 0.141468, 0.141462, 0.140093]",0.0,0.0,0.0
tfidf,1185,"[""16737210"", ""21859699"", ""41774099"", ""26025820"", ""36799998"", ""41298619"", ""13770184"", ""10374686"", ""26008063"", ""10582939""]","[0.375021, 0.320957, 0.304762, 0.18521, 0.145305, 0.140752, 0.14075, 0.136759, 0.130723, 0.128005]",1.0,1.0,1.0
tfidf,1187,"[""52873726"", ""12737132"", ""33986507"", ""4465762"", ""19099739"", ""4418582"", ""30507607"", ""3893473"", ""4405194"", ""3052213""]","[0.335331, 0.320805, 0.206452, 0.196819, 0.187424, 0.186959, 0.174707, 0.172355, 0.170381, 0.165403]",1.0,1.0,1.0
tfidf,1191,"[""86704258"", ""15472716"", ""5252837"", ""25853741"", ""4283694"", ""2841164"", ""37641175"", ""36355784"", ""11498670"", ""11880289""]","[0.129525, 0.121838, 0.11549, 0.113828, 0.111824, 0.111206, 0.111205, 0.108999, 0.105866, 0.103242]",0.0,0.0,0.0
tfidf,1194,"[""24706198"", ""14920021"", ""35256900"", ""37362689"", ""11419230"", ""15327601"", ""22042345"", ""3400973"", ""22561064"", ""37768883""]","[0.212588, 0.199477, 0.177214, 0.150068, 0.14888, 0.139446, 0.133995, 0.112564, 0.105075, 0.098858]",0.386853,0.2,1.0
tfidf,1196,"[""154243324"", ""31019903"", ""33135135"", ""38376189"", ""10749308"", ""2264455"", ""55040297"", ""32421068"", ""1349033"", ""9161988""]","[0.320646, 0.194442, 0.163162, 0.097382, 0.090322, 0.089055, 0.084452, 0.074111, 0.071465, 0.071373]",0.0,0.0,0.0
tfidf,1197,"[""154243324"", ""31019903"", ""33135135"", ""10749308"", ""38376189"", ""2264455"", ""55040297"", ""1349033"", ""32421068"", ""13901073""]","[0.320815, 0.19283, 0.161809, 0.104301, 0.096574, 0.088317, 0.086559, 0.073512, 0.073497, 0.072453]",0.0,0.0,0.0
tfidf_cross_encoder,230,"[""3067015"", ""11457219"", ""8892905"", ""38028419"", ""45638119"", ""24144677"", ""71625969"", ""24019260"", ""3285322"", ""21323758""]","[-1.480414, -4.882757, -5.312696, -5.595923, -6.378478, -6.607566, -7.118371, -7.207714, -7.274049, -7.444139]",1.0,1.0,1.0
tfidf_cross_encoder,232,"[""7655029"", ""10536636"", ""29090823"", ""8298120"", ""21914176"", ""4530659"", ""34760396"", ""76776022"", ""457630"", ""1215116""]","[6.51543, 3.766809, 0.820955, -5.695393, -6.443172, -7.514421, -7.885529, -8.203787, -9.068679, -9.397149]",0.63093,0.5,1.0
tfidf_cross_encoder,233,"[""4388470"", ""464511"", ""7426741"", ""29641682"", ""4457834"", ""86129154"", ""4452318"", ""14225271"", ""3360421"", ""2853685""]","[2.27632, -3.967805, -4.563336, -4.712127, -4.801985, -4.835031, -5.039021, -5.465244, -5.5774, -5.588176]",1.0,1.0,1.0
tfidf_cross_encoder,236,"[""4388470"", ""29641682"", ""464511"", ""7426741"", ""86129154"", ""39465575"", ""14225271"", ""4452318"", ""11674288"", ""4457834""]","[3.203496, -2.991504, -3.618646, -3.949176, -4.032768, -4.035261, -4.226044, -4.284309, -4.494099, -4.776018]",1.0,1.0,1.0
tfidf_cross_encoder,237,"[""12881593"", ""17416520"", ""34386619"", ""4942718"", ""2904102"", ""16472469"", ""11335860"", ""2851611"", ""12824568"", ""464511""]","[2.411653, 2.01116, 1.141471, 0.803226, -2.459211, -2.508175, -3.136659, -3.397488, -3.884662, -4.120588]",0.430677,0.25,1.0
tfidf_cross_encoder,238,"[""982650"", ""28704738"", ""19358586"", ""8247469"", ""4418112"", ""153744"", ""2000038"", ""27167110"", ""23727313"", ""2619579""]","[0.825942, 0.069087, -1.645566, -1.680533, -1.796926, -2.089713, -2.092866, -2.141132, -2.26783, -2.566308]",0.0,0.0,0.0
tfidf_cross_encoder,239,"[""615047"", ""516867"", ""16630060"", ""19343151"", ""7042304"", ""16233471"", ""3230557"", ""40349336"", ""22264117"", ""9559146""]","[-0.811797, -2.152745, -3.016285, -3.065478, -3.083893, -3.278584, -3.358328, -3.377801, -3.380368, -4.109095]",0.0,0.0,0.0
tfidf_cross_encoder,248,"[""1568684"", ""25050364"", ""26902591"", ""24917562"", ""14865329"", ""5152028"", ""29691654"", ""23369842"", ""21636085"", ""21547032""]","[7.372171, -1.289091, -1.562847, -1.56458, -2.260016, -3.673439, -3.875332, -4.567308, -4.585361, -4.625103]",1.0,1.0,1.0
tfidf_cross_encoder,249,"[""1568684"", ""25050364"", ""26902591"", ""5152028"", ""21636085"", ""23017040"", ""24917562"", ""33918970"", ""25298276"", ""11705328""]","[5.374122, -1.523011, -3.02208, -3.65158, -3.828457, -4.101255, -4.521324, -4.746832, -4.850215, -4.96598]",1.0,1.0,1.0
tfidf_cross_encoder,261,"[""35271381"", ""1122279"", ""32322418"", ""46743299"", ""25822299"", ""17097974"", ""25974070"", ""5152028"", ""26658659"", ""13902570""]","[5.678507, 3.758327, 3.494025, 2.576987, 2.057974, 0.563332, -0.120634, -0.147881, -0.536456, -2.312707]",0.386853,0.5,0.5
tfidf_cross_encoder,268,"[""36838958"", ""970012"", ""1568684"", ""34582256"", ""1507222"", ""29381091"", ""25687558"", ""4319174"", ""32955023"", ""13000926""]","[1.901291, 0.591164, -2.146387, -4.025581, -4.276587, -4.322669, -4.600906, -6.058687, -6.28481, -6.712683]",0.63093,0.5,1.0
tfidf_cross_encoder,269,"[""36838958"", ""970012"", ""34582256"", ""13000926"", ""25687558"", ""29381091"", ""1507222"", ""1568684"", ""32955023"", ""4319174""]","[1.926664, -2.395523, -5.220922, -5.545137, -6.153188, -6.280805, -6.343953, -6.665193, -7.598611, -7.854664]",0.63093,0.5,1.0
tfidf_cross_encoder,274,"[""11614737"", ""5114940"", ""34369306"", ""24019260"", ""5551138"", ""1759213"", ""25816994"", ""44265107"", ""12236208"", ""308862""]","[5.701217, 2.138522, 0.495278, 0.146598, -1.523936, -3.648464, -3.734107, -4.551142, -4.598856, -4.866383]",1.0,1.0,1.0
tfidf_cross_encoder,275,"[""4961038"", ""4920376"", ""14819804"", ""1285713"", ""24190159"", ""19752008"", ""28651643"", ""29321530"", ""3078550"", ""13329980""]","[6.491572, 6.367892, 3.522394, 3.148444, 2.969017, 2.421905, 2.065756, 2.037181, 1.906484, 0.418031]",0.703918,1.0,0.666667
tfidf_cross_encoder,279,"[""14376683"", ""37677954"", ""83667891"", ""87986426"", ""9704467"", ""7451018"", ""6903077"", ""152245"", ""35711485"", ""1225513""]","[5.689373, 0.284984, 0.282164, -3.643208, -5.708277, -6.870462, -7.321837, -7.532353, -7.551299, -7.704354]",1.0,1.0,1.0
tfidf_cross_encoder,294,"[""10874408"", ""32638085"", ""4305576"", ""23664875"", ""1259280"", ""35861290"", ""10086360"", ""29788648"", ""21170174"", ""9704467""]","[0.786744, -2.119975, -2.130733, -2.288135, -2.769085, -2.796647, -2.901908, -2.970653, -3.199497, -3.316034]",1.0,1.0,1.0
tfidf_cross_encoder,295,"[""20310709"", ""5979056"", ""12631182"", ""1196631"", ""13231899"", ""22791348"", ""40365566"", ""29423324"", ""11020556"", ""6501747""]","[5.629579, 3.868385, 3.404249, 2.162496, 1.656357, 1.573118, 1.45357, 1.242961, 1.148683, 0.838098]",1.0,1.0,1.0
tfidf_cross_encoder,298,"[""39381118"", ""8654183"", ""7465900"", ""23403754"", ""10698739"", ""23887844"", ""15836115"", ""15248287"", ""34436231"", ""30224907""]","[7.12971, 1.732068, 1.114965, 0.778366, 0.368214, -0.277341, -3.071981, -3.090884, -3.561196, -4.007912]",1.0,1.0,1.0
tfidf_cross_encoder,300,"[""16120395"", ""3553087"", ""40044800"", ""21219071"", ""12652963"", ""7968532"", ""13106686"", ""20381484"", ""6828370"", ""34604584""]","[-0.211067, -0.840169, -2.911429, -3.323524, -3.486495, -3.576632, -3.674113, -3.745157, -3.900751, -3.916358]",0.63093,0.5,1.0
tfidf_cross_encoder,303,"[""4085204"", ""6948886"", ""140874"", ""28390999"", ""23509593"", ""1583134"", ""14864285"", ""23581096"", ""36708463"", ""19572798""]","[2.977882, 1.229619, -0.664851, -1.866818, -2.794148, -2.866865, -3.586052, -3.612959, -3.72683, -3.880358]",0.0,0.0,0.0
tfidf_cross_encoder,312,"[""32770503"", ""14464451"", ""13123189"", ""14185503"", ""143251"", ""25041967"", ""15478227"", ""14915566"", ""15960670"", ""29334259""]","[0.985321, 0.593213, -1.955871, -2.067507, -2.265057, -2.496967, -4.242456, -4.570137, -4.641967, -5.790119]",0.0,0.0,0.0
tfidf_cross_encoder,314,"[""544971"", ""2638387"", ""22703082"", ""38131471"", ""33387953"", ""15319019"", ""9021186"", ""23985464"", ""1970884"", ""14376683""]","[0.709523, -0.038415, -1.814365, -4.963249, -5.650933, -5.711469, -6.152688, -6.24635, -6.714659, -6.752194]",0.0,0.0,0.0
tfidf_cross_encoder,324,"[""22174015"", ""8724666"", ""5260382"", ""46565020"", ""654735"", ""52874170"", ""24721866"", ""24612804"", ""19510470"", ""30981192""]","[-0.161935, -1.410546, -1.955709, -2.957236, -4.242887, -4.297258, -4.831727, -4.866176, -5.121692, -5.42101]",0.0,0.0,0.0
tfidf_cross_encoder,327,"[""17997584"", ""15405204"", ""12130690"", ""4391121"", ""35684881"", ""21382907"", ""1617327"", ""20942644"", ""22544171"", ""4702639""]","[8.193707, -0.22293, -2.124576, -2.965926, -3.764482, -3.79815, -3.951676, -3.971442, -4.075435, -4.37434]",1.0,1.0,1.0
tfidf_cross_encoder,338,"[""23349986"", ""24211561"", ""15948830"", ""36288526"", ""10162553"", ""23783727"", ""20887554"", ""14252892"", ""20645335"", ""32001951""]","[6.805161, 4.596911, 0.637455, -0.283756, -1.315982, -1.513061, -2.52182, -2.742186, -3.3216, -3.401473]",1.0,1.0,1.0
tfidf_cross_encoder,343,"[""23783727"", ""7873737"", ""5884524"", ""19308127"", ""38630735"", ""44827480"", ""29253460"", ""24150328"", ""16760369"", ""20887554""]","[4.241858, 2.311238, 2.16754, 1.896508, 1.298366, 0.735325, 0.534812, 0.358776, -0.547625, -1.10236]",0.693426,0.5,1.0
tfidf_cross_encoder,350,"[""16927286"", ""9505448"", ""23342686"", ""13072112"", ""24521894"", ""13552682"", ""25022826"", ""30261663"", ""29788648"", ""2099400""]","[3.271303, -0.790955, -1.912917, -2.839098, -3.358713, -3.597633, -5.032174, -5.124238, -5.250177, -5.385014]",1.0,1.0,1.0
tfidf_cross_encoder,354,"[""8774475"", ""34103335"", ""1241113"", ""3504761"", ""17844478"", ""39758684"", ""19541444"", ""17917408"", ""33076846"", ""22317868""]","[5.94222, 0.0576, -0.926814, -2.6758, -3.189303, -3.211285, -3.263434, -4.06092, -4.138935, -4.33041]",1.0,1.0,1.0
tfidf_cross_encoder,362,"[""38587347"", ""15488881"", ""5003144"", ""23305884"", ""37182501"", ""1471041"", ""5085118"", ""9831859"", ""14644164"", ""6853699""]","[2.956173, 0.139764, -0.598227, -2.242723, -3.121274, -3.670488, -3.796267, -4.127761, -4.318396, -5.300388]",1.0,1.0,1.0
tfidf_cross_encoder,380,"[""19005293"", ""219475"", ""17223891"", ""10648422"", ""27602752"", ""23509113"", ""3684342"", ""3083927"", ""3835423"", ""24917562""]","[5.468016, -2.004252, -2.641708, -2.747108, -2.917712, -3.903916, -4.008374, -4.032206, -4.095428, -4.142198]",1.0,1.0,1.0
tfidf_cross_encoder,384,"[""51972698"", ""581832"", ""25451374"", ""8582337"", ""40666943"", ""1215116"", ""13770184"", ""8529693"", ""14319754"", ""8708082""]","[1.434435, -0.19247, -0.718078, -1.700172, -1.763892, -3.977902, -4.025247, -4.119349, -4.358665, -4.698424]",0.333333,0.142857,1.0
tfidf_cross_encoder,385,"[""1032372"", ""9767444"", ""10852047"", ""9955779"", ""5991309"", ""15541119"", ""24726600"", ""32742683"", ""7343711"", ""19130782""]","[6.809078, 3.176372, 1.78611, 1.477088, 0.51085, 0.19626, 0.028811, -0.110687, -0.90254, -1.61481]",0.650921,0.5,1.0
tfidf_cross_encoder,386,"[""16495649"", ""21260231"", ""42404093"", ""12039953"", ""12258338"", ""2842550"", ""10190462"", ""15997009"", ""38799797"", ""17897801""]","[4.114986, -2.454207, -2.913164, -5.850168, -5.928524, -5.939541, -6.403003, -6.9867, -7.084863, -7.744668]",1.0,1.0,1.0
tfidf_cross_encoder,388,"[""21602220"", ""25293721"", ""3943235"", ""24019260"", ""12903921"", ""25510546"", ""1148122"", ""25488034"", ""22908536"", ""4641348""]","[-2.602182, -5.260953, -5.320497, -5.338909, -5.673797, -5.835179, -6.250846, -6.298004, -6.7252, -6.73027]",0.333333,0.142857,1.0
tfidf_cross_encoder,399,"[""791050"", ""42387637"", ""471921"", ""21003930"", ""32357890"", ""7285256"", ""13770184"", ""23267371"", ""21495419"", ""2613775""]","[8.066149, 0.8416, -0.131147, -1.810159, -3.935056, -4.44024, -5.822417, -7.739071, -8.578163, -8.946615]",1.0,1.0,1.0
tfidf_cross_encoder,410,"[""14924526"", ""15889329"", ""1410197"", ""116792"", ""35520219"", ""23670644"", ""29723642"", ""30534237"", ""6334188"", ""37592824""]","[5.446758, 0.755261, 0.530033, -1.243931, -4.677085, -5.149426, -5.362984, -5.509174, -5.999568, -6.219768]",1.0,1.0,1.0
tfidf_cross_encoder,411,"[""14924526"", ""15889329"", ""1410197"", ""116792"", ""23670644"", ""35520219"", ""6334188"", ""37592824"", ""29231620"", ""30534237""]","[3.689583, 0.329211, -0.452348, -1.66826, -2.608072, -4.637195, -6.400326, -6.507568, -6.784028, -7.240519]",1.0,1.0,1.0
tfidf_cross_encoder,415,"[""51386222"", ""6309659"", ""20937018"", ""12443371"", ""4709641"", ""24906548"", ""18852643"", ""24530130"", ""37205759"", ""27076725""]","[4.349562, 3.816208, 3.705657, 3.017535, 2.884414, 2.449655, 2.205964, 2.037648, 1.484896, 1.441907]",0.63093,0.5,1.0
tfidf_cross_encoder,421,"[""26735905"", ""38805486"", ""32742683"", ""25726838"", ""21598000"", ""26462632"", ""14768471"", ""15327601"", ""34066665"", ""30908508""]","[-5.919835, -6.688458, -7.219923, -8.248119, -8.276161, -9.054564, -9.182842, -9.444521, -9.501678, -9.802647]",0.0,0.0,0.0
tfidf_cross_encoder,431,"[""4399311"", ""29073751"", ""2543135"", ""19922508"", ""25488034"", ""6000423"", ""29429111"", ""36838958"", ""6650933"", ""23887844""]","[2.893938, 2.50587, 1.912956, 1.664064, 1.582531, 1.499346, 1.354187, 1.130497, 1.106302, 1.032349]",0.0,0.0,0.0
tfidf_cross_encoder,436,"[""14637235"", ""4899981"", ""12588500"", ""12207340"", ""14145440"", ""8577229"", ""7137057"", ""12892137"", ""38131471"", ""18037805""]","[5.531694, -1.030624, -1.366326, -1.405112, -2.057478, -2.390181, -2.784237, -3.39502, -3.82861, -3.946605]",1.0,1.0,1.0
tfidf_cross_encoder,437,"[""39851630"", ""5765455"", ""2359152"", ""3391547"", ""8083310"", ""6000423"", ""5836"", ""5782614"", ""8385277"", ""11156883""]","[0.983467, 0.920979, 0.422192, 0.313676, 0.194313, 0.188609, -0.160933, -0.743802, -1.290003, -2.368863]",0.0,0.0,0.0
tfidf_cross_encoder,439,"[""4423559"", ""5395426"", ""18575183"", ""17049436"", ""9629682"", ""23804187"", ""4932668"", ""22178316"", ""28542402"", ""17685207""]","[-0.64897, -0.827338, -1.557609, -1.866941, -2.54047, -2.54795, -2.966371, -3.082488, -4.79772, -4.916009]",1.0,1.0,1.0
tfidf_cross_encoder,440,"[""4423559"", ""5395426"", ""18575183"", ""17049436"", ""23804187"", ""4932668"", ""9629682"", ""22178316"", ""4422723"", ""4320111""]","[-0.212025, -1.012113, -1.480091, -1.531111, -1.691944, -2.442367, -2.490607, -2.846226, -4.101835, -4.658326]",1.0,1.0,1.0
tfidf_cross_encoder,443,"[""10165258"", ""19583924"", ""11900630"", ""13509809"", ""16728949"", ""11289247"", ""17271462"", ""23727313"", ""2853291"", ""5415832""]","[8.356983, 3.016795, 1.942825, 1.83671, 1.822748, 1.781133, 1.629964, 1.43411, 1.419993, 1.332576]",1.0,1.0,1.0
tfidf_cross_encoder,452,"[""9154703"", ""464511"", ""16237005"", ""9196472"", ""4378885"", ""4632921"", ""12804937"", ""17702490"", ""8290760"", ""10666475""]","[1.299983, 0.120461, -0.089644, -0.420538, -1.033359, -1.461342, -1.98058, -2.262531, -2.441785, -2.554307]",0.591235,0.5,1.0
tfidf_cross_encoder,475,"[""6061927"", ""23576165"", ""18678095"", ""195689757"", ""8724666"", ""8477699"", ""4423401"", ""1917068"", ""1836154"", ""20672596""]","[-0.832942, -2.023004, -2.038745, -2.320514, -3.34248, -3.544213, -3.625146, -4.477262, -4.485946, -5.025269]",0.5,0.333333,1.0
tfidf_cross_encoder,478,"[""14767844"", ""13798951"", ""19005293"", ""2388819"", ""23460562"", ""5508750"", ""21878751"", ""22874817"", ""23912923"", ""2506153""]","[0.148048, -0.324992, -1.114823, -1.744358, -2.293705, -2.458925, -2.801435, -2.983799, -3.149207, -3.205239]",1.0,1.0,1.0
tfidf_cross_encoder,491,"[""56893404"", ""1576955"", ""857189"", ""834336"", ""8892905"", ""15692098"", ""43311750"", ""4312169"", ""3285322"", ""8524891""]","[-0.298263, -2.077854, -2.568465, -2.997498, -3.162399, -3.627395, -3.933027, -4.514026, -4.563735, -4.566984]",1.0,1.0,1.0
tfidf_cross_encoder,501,"[""17930286"", ""24865781"", ""21274919"", ""24285403"", ""13282296"", ""37583120"", ""6191684"", ""20471181"", ""1642727"", ""143868995""]","[2.948544, 0.087655, -2.885425, -3.054456, -3.699192, -4.037315, -4.379995, -5.046923, -5.168419, -5.26241]",1.0,1.0,1.0
tfidf_cross_encoder,502,"[""70516463"", ""6993046"", ""4435369"", ""27712433"", ""10854174"", ""25098790"", ""11748341"", ""24318630"", ""20187433"", ""2565138""]","[-6.318783, -6.857095, -7.449615, -7.453812, -7.88416, -7.944499, -8.253128, -8.531086, -8.994196, -8.999155]",0.0,0.0,0.0
tfidf_cross_encoder,507,"[""7433668"", ""30774694"", ""11837657"", ""16066726"", ""35079452"", ""1386103"", ""38043606"", ""5137019"", ""7230315"", ""22908536""]","[6.82758, 4.446648, 2.776937, 1.641612, 1.293102, 0.972817, -1.213974, -1.67748, -2.143843, -2.406904]",0.63093,0.5,1.0
tfidf_cross_encoder,508,"[""25516011"", ""40234452"", ""10165258"", ""11900630"", ""13116880"", ""2701077"", ""54561384"", ""14550841"", ""20186814"", ""34982259""]","[1.160942, -3.115881, -3.20701, -3.484937, -3.897937, -4.063614, -4.079263, -4.286283, -4.438554, -4.603082]",0.0,0.0,0.0
tfidf_cross_encoder,513,"[""12770738"", ""13230773"", ""6525844"", ""25355575"", ""202259"", ""24408040"", ""36288526"", ""24918110"", ""14021596"", ""36003142""]","[4.295465, 2.289926, 1.061154, -0.675537, -1.833689, -2.605813, -2.978118, -3.658731, -3.880256, -3.959285]",0.63093,0.5,1.0
tfidf_cross_encoder,514,"[""9555784"", ""4462079"", ""16256507"", ""21553394"", ""3034412"", ""36960449"", ""30720103"", ""520579"", ""44572913"", ""25599283""]","[1.349306, 0.225467, 0.072727, -1.260979, -1.262508, -1.90442, -2.002365, -2.232952, -2.617437, -2.785712]",0.5,0.333333,1.0
tfidf_cross_encoder,516,"[""29564505"", ""20109325"", ""26107000"", ""21287352"", ""2032877"", ""18988265"", ""3553087"", ""3580005"", ""21003930"", ""20887554""]","[6.485038, 4.260831, 4.168314, 3.453787, 3.109711, 2.273898, 1.736824, 1.630172, 1.596968, 1.475468]",1.0,1.0,1.0
tfidf_cross_encoder,517,"[""23577867"", ""30981192"", ""25599283"", ""12770738"", ""27449472"", ""17656445"", ""6176498"", ""27428509"", ""31229233"", ""12130200""]","[1.087695, 0.193388, 0.148474, 0.048814, -0.722486, -1.324095, -1.527691, -1.955637, -2.27359, -2.459702]",0.0,0.0,0.0
tfidf_cross_encoder,521,"[""34873974"", ""3056682"", ""25028913"", ""29526125"", ""6961811"", ""27910499"", ""10128893"", ""17682477"", ""5558754"", ""4422734""]","[2.241353, -1.587157, -2.804813, -2.863983, -3.777394, -4.245656, -4.327282, -4.881761, -5.609601, -5.775522]",1.0,1.0,1.0
tfidf_cross_encoder,525,"[""13639330"", ""29788648"", ""8548635"", ""23195302"", ""40667066"", ""15803282"", ""4547102"", ""5409905"", ""23938319"", ""20630805""]","[4.948223, -0.293155, -0.954129, -1.267339, -1.307457, -1.337037, -2.221966, -2.438474, -2.510361, -2.850117]",1.0,1.0,1.0
tfidf_cross_encoder,527,"[""1617327"", ""4366738"", ""24766509"", ""6280907"", ""3863543"", ""43385013"", ""36618603"", ""54561384"", ""7506409"", ""1866911""]","[0.124461, -2.197625, -2.655539, -2.881855, -4.055245, -4.071827, -4.362943, -4.642586, -4.714357, -4.945038]",0.386853,0.2,1.0
tfidf_cross_encoder,528,"[""23326722"", ""24512064"", ""5476778"", ""10450300"", ""601033"", ""39443128"", ""28015516"", ""2947124"", ""17682477"", ""27772649""]","[2.513634, 0.029412, -0.318396, -2.840834, -2.841366, -3.717781, -3.895478, -4.25767, -5.626429, -6.109462]",0.5,0.333333,1.0
tfidf_cross_encoder,532,"[""12991445"", ""79231308"", ""23783727"", ""1387104"", ""29981186"", ""14973286"", ""11718220"", ""19332616"", ""33409100"", ""4890578""]","[0.990292, -3.459507, -3.972927, -4.759611, -4.863624, -5.316724, -5.382499, -5.568895, -5.663139, -5.968112]",1.0,1.0,1.0
tfidf_cross_encoder,533,"[""12991445"", ""79231308"", ""23783727"", ""1387104"", ""14973286"", ""19332616"", ""29981186"", ""40156901"", ""11718220"", ""33409100""]","[2.032127, -2.564624, -2.754102, -2.982228, -4.971444, -5.009073, -5.017176, -5.044466, -5.794276, -6.129249]",1.0,1.0,1.0
tfidf_cross_encoder,535,"[""2138843"", ""11953232"", ""13282296"", ""36642096"", ""13448422"", ""27428509"", ""34025053"", ""3825750"", ""5567005"", ""1538080""]","[1.125108, 0.882691, 0.787958, 0.10094, 0.071669, -0.181823, -1.06392, -1.29406, -1.495106, -1.530454]",0.0,0.0,0.0
tfidf_cross_encoder,536,"[""16056514"", ""27022864"", ""9194077"", ""12130690"", ""24186125"", ""25440070"", ""34582256"", ""9288638"", ""12903921"", ""23737024""]","[3.529086, 1.350163, -1.198303, -2.247684, -2.342636, -2.382393, -2.554965, -2.651895, -2.674763, -2.827731]",1.0,1.0,1.0
tfidf_cross_encoder,539,"[""13282296"", ""41264017"", ""13933299"", ""5402581"", ""6309659"", ""11953232"", ""1642727"", ""21472388"", ""27076725"", ""36003142""]","[7.344816, 1.511104, 0.678331, 0.088118, -1.195686, -1.820322, -2.113319, -2.192764, -2.39229, -3.161]",1.0,1.0,1.0
tfidf_cross_encoder,540,"[""17150648"", ""2225918"", ""11886686"", ""4469125"", ""2481032"", ""14782049"", ""45154987"", ""11742219"", ""3085264"", ""31387717""]","[2.102461, 1.09578, 0.507079, -1.154909, -1.305821, -1.543263, -2.354028, -2.530233, -2.782866, -2.85353]",0.306574,0.333333,0.5
tfidf_cross_encoder,544,"[""10559501"", ""1970884"", ""44366096"", ""11784947"", ""5137019"", ""9021186"", ""9904546"", ""16172576"", ""6820680"", ""26873988""]","[0.707303, -0.847853, -1.835982, -2.030806, -2.829337, -3.389047, -4.122805, -4.130989, -4.154346, -4.289311]",0.0,0.0,0.0
tfidf_cross_encoder,549,"[""9433958"", ""7820043"", ""30437264"", ""4347374"", ""5137019"", ""17682477"", ""20960682"", ""6144969"", ""41337677"", ""44366096""]","[3.040958, 0.024927, -0.298407, -1.186155, -2.618291, -3.164134, -3.971348, -4.01559, -4.196298, -4.348592]",1.0,1.0,1.0
tfidf_cross_encoder,551,"[""8903143"", ""5914739"", ""33499189"", ""18758057"", ""9283422"", ""2714623"", ""2825380"", ""52095986"", ""34905328"", ""36271512""]","[2.720489, -0.169072, -1.419292, -1.578751, -1.680619, -1.856014, -2.279416, -2.318438, -2.45128, -2.719187]",0.5,0.333333,1.0
tfidf_cross_encoder,552,"[""1471041"", ""17695748"", ""27772649"", ""13578199"", ""44420873"", ""21060008"", ""10675756"", ""10669582"", ""14340571"", ""26008462""]","[5.367714, 0.170896, -0.432704, -1.309983, -1.492522, -1.560126, -1.972302, -2.096805, -4.90542, -5.185134]",1.0,1.0,1.0
tfidf_cross_encoder,554,"[""52925737"", ""29399239"", ""9878167"", ""4911006"", ""43054703"", ""14853989"", ""11837657"", ""42873134"", ""17741440"", ""1049501""]","[1.539085, 1.429517, 1.097106, 1.01947, 0.953191, -0.02522, -0.138443, -0.208071, -0.432471, -0.961093]",0.289065,0.1,1.0
tfidf_cross_encoder,560,"[""2844490"", ""11233339"", ""22517564"", ""1022115"", ""40312663"", ""29347970"", ""18546584"", ""19005293"", ""13398997"", ""51952430""]","[4.154398, 3.983331, 3.619129, 3.523367, 2.49811, 2.259412, 2.138359, 1.967834, 1.703615, 0.947966]",0.0,0.0,0.0
tfidf_cross_encoder,569,"[""23460562"", ""3155731"", ""37311371"", ""21320417"", ""6961811"", ""12966719"", ""12100963"", ""3835423"", ""5508750"", ""10765888""]","[4.949387, 4.803793, 2.520147, 1.97286, 1.671112, 1.569236, 1.489515, 1.450459, 1.258528, 1.201139]",1.0,1.0,1.0
tfidf_cross_encoder,575,"[""10300888"", ""9704467"", ""9548440"", ""43752562"", ""16686383"", ""1754001"", ""516867"", ""11527822"", ""42421723"", ""1256116""]","[0.57159, -1.986133, -3.742138, -3.897728, -4.308619, -4.837308, -4.947361, -5.045324, -5.10547, -5.240443]",1.0,1.0,1.0
tfidf_cross_encoder,577,"[""35321950"", ""24705390"", ""3930020"", ""42065070"", ""21392703"", ""10559501"", ""21878751"", ""25516011"", ""40473317"", ""9513785""]","[-1.448972, -2.031872, -3.039208, -4.412457, -4.460382, -4.548732, -4.562567, -5.396346, -5.457273, -5.626493]",0.0,0.0,0.0
