retriever,query_id,ranked_doc_ids,scores,ndcg_at_10,mrr_at_10,recall_at_10
tfidf,bioasq_4138,"[""bioasq_32066940"", ""bioasq_30081197"", ""bioasq_26474779"", ""bioasq_3913774"", ""bioasq_27708921"", ""bioasq_3913772"", ""bioasq_9402864"", ""bioasq_2080488"", ""bioasq_21044436"", ""bioasq_3891280""]","[0.576029, 0.556072, 0.499966, 0.49931, 0.490977, 0.46414, 0.462784, 0.400319, 0.376248, 0.342377]",1.0,1.0,0.37037
tfidf,bioasq_1491,"[""bioasq_23570941"", ""bioasq_21768095"", ""bioasq_23150908"", ""bioasq_23150934"", ""bioasq_22792182"", ""bioasq_23197721"", ""bioasq_24099003"", ""bioasq_22122056"", ""bioasq_19881909"", ""bioasq_26094363""]","[0.372032, 0.280371, 0.249605, 0.243799, 0.218643, 0.213842, 0.156992, 0.143025, 0.125065, 0.120835]",0.840735,1.0,0.875
tfidf,bioasq_609,"[""bioasq_12429702"", ""bioasq_11931232"", ""bioasq_2505416"", ""bioasq_3135240"", ""bioasq_1979484"", ""bioasq_29531424"", ""bioasq_2238088"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808""]","[0.518572, 0.275593, 0.264446, 0.148032, 0.129867, 0.125604, 0.112278, 0.097626, 0.075496, 0.074287]",0.771371,1.0,0.666667
tfidf,bioasq_1945,"[""bioasq_24065549"", ""bioasq_18845124"", ""bioasq_27062372"", ""bioasq_25255829"", ""bioasq_26367078"", ""bioasq_18702959"", ""bioasq_20945533"", ""bioasq_18311595"", ""bioasq_26176546"", ""bioasq_19661960""]","[0.393177, 0.370289, 0.317538, 0.295769, 0.27835, 0.273385, 0.268653, 0.258878, 0.240315, 0.219252]",1.0,1.0,0.344828
tfidf,bioasq_3657,"[""bioasq_31619142"", ""bioasq_1824645"", ""bioasq_7607795"", ""bioasq_891079"", ""bioasq_33679227"", ""bioasq_22530047"", ""bioasq_29531424"", ""bioasq_32946801"", ""bioasq_33011038"", ""bioasq_32631771""]","[0.411873, 0.232579, 0.20764, 0.192802, 0.104877, 0.100567, 0.097712, 0.08322, 0.079448, 0.075409]",0.868795,1.0,0.8
tfidf,bioasq_3638,"[""bioasq_26501438"", ""bioasq_25695955"", ""bioasq_26927720"", ""bioasq_27229745"", ""bioasq_28881780"", ""bioasq_28472902"", ""bioasq_26516064"", ""bioasq_27532023"", ""bioasq_26973128"", ""bioasq_29567557""]","[0.489091, 0.481474, 0.463246, 0.445657, 0.44373, 0.423052, 0.400273, 0.395844, 0.375198, 0.36456]",1.0,1.0,0.588235
tfidf,bioasq_2171,"[""bioasq_9773664"", ""bioasq_7714603"", ""bioasq_20166088"", ""bioasq_8592224"", ""bioasq_9046304"", ""bioasq_10350245"", ""bioasq_8737119"", ""bioasq_9509802"", ""bioasq_22152574"", ""bioasq_8592225""]","[0.373644, 0.316429, 0.308851, 0.296935, 0.272144, 0.269597, 0.26233, 0.245668, 0.234328, 0.229155]",1.0,1.0,0.833333
tfidf,bioasq_4101,"[""bioasq_26608484"", ""bioasq_19201139"", ""bioasq_12613462"", ""bioasq_16904274"", ""bioasq_7588825"", ""bioasq_30776586"", ""bioasq_22293076"", ""bioasq_31857872"", ""bioasq_24997586"", ""bioasq_27837588""]","[0.423621, 0.377274, 0.370103, 0.349645, 0.343917, 0.338905, 0.335855, 0.331635, 0.330977, 0.309481]",1.0,1.0,0.3125
tfidf,bioasq_2244,"[""bioasq_7503982"", ""bioasq_1371280"", ""bioasq_7513257"", ""bioasq_8798387"", ""bioasq_1379232"", ""bioasq_8312968"", ""bioasq_17535246"", ""bioasq_12692127"", ""bioasq_8090778"", ""bioasq_9869639""]","[0.494612, 0.434961, 0.423665, 0.411749, 0.391754, 0.388265, 0.37489, 0.362699, 0.300015, 0.260922]",1.0,1.0,0.833333
tfidf,bioasq_4254,"[""bioasq_19273034"", ""bioasq_21698923"", ""bioasq_23003992"", ""bioasq_19492068"", ""bioasq_21808631"", ""bioasq_2388211"", ""bioasq_20445167"", ""bioasq_25024773"", ""bioasq_18366884"", ""bioasq_26608488""]","[0.135238, 0.107932, 0.107834, 0.101907, 0.101407, 0.094204, 0.092025, 0.091872, 0.091127, 0.090628]",0.0,0.0,0.0
tfidf,bioasq_3824,"[""bioasq_23199349"", ""bioasq_32066940"", ""bioasq_2238088"", ""bioasq_15846065"", ""bioasq_29531424"", ""bioasq_30081197"", ""bioasq_15909992"", ""bioasq_8535646"", ""bioasq_29432219"", ""bioasq_22005615""]","[0.119017, 0.115862, 0.114478, 0.113396, 0.113109, 0.104801, 0.102261, 0.101982, 0.098571, 0.097859]",0.0,0.0,0.0
tfidf,bioasq_4134,"[""bioasq_25380956"", ""bioasq_32348455"", ""bioasq_19273034"", ""bioasq_22530047"", ""bioasq_3339667"", ""bioasq_20691136"", ""bioasq_22951366"", ""bioasq_28780612"", ""bioasq_27552850"", ""bioasq_28865774""]","[0.479476, 0.312165, 0.10985, 0.090238, 0.077103, 0.066592, 0.062734, 0.062412, 0.062149, 0.059636]",1.0,1.0,1.0
tfidf,bioasq_1159,"[""bioasq_24238300"", ""bioasq_24139500"", ""bioasq_24244400"", ""bioasq_29531424"", ""bioasq_24123008"", ""bioasq_22005615"", ""bioasq_24289578"", ""bioasq_24228508"", ""bioasq_12587941"", ""bioasq_24140394""]","[0.166194, 0.145194, 0.14441, 0.108195, 0.103292, 0.094321, 0.094131, 0.077871, 0.076016, 0.075599]",0.760559,1.0,0.28
tfidf,bioasq_4029,"[""bioasq_32728595"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795"", ""bioasq_22162947"", ""bioasq_23809990"", ""bioasq_30550956""]","[0.156425, 0.109591, 0.08518, 0.065871, 0.064817, 0.056936, 0.052129, 0.051353, 0.049794, 0.048928]",1.0,1.0,1.0
tfidf,bioasq_3110,"[""bioasq_28018143"", ""bioasq_23225525"", ""bioasq_29756573"", ""bioasq_25400662"", ""bioasq_33537235"", ""bioasq_15835099"", ""bioasq_30308208"", ""bioasq_33021960"", ""bioasq_26137081"", ""bioasq_28241736""]","[0.134944, 0.131516, 0.121833, 0.120653, 0.104084, 0.10352, 0.100839, 0.092169, 0.091785, 0.091214]",0.375906,0.333333,0.666667
tfidf,bioasq_1406,"[""bioasq_20158590"", ""bioasq_17316231"", ""bioasq_19083738"", ""bioasq_21197618"", ""bioasq_22556244"", ""bioasq_19297406"", ""bioasq_23703035"", ""bioasq_1341423"", ""bioasq_22709892"", ""bioasq_19208107""]","[0.341494, 0.312517, 0.25855, 0.222245, 0.20842, 0.190482, 0.158044, 0.15535, 0.153066, 0.14995]",0.930569,1.0,0.529412
tfidf,bioasq_1645,"[""bioasq_21808631"", ""bioasq_23380649"", ""bioasq_21803799"", ""bioasq_21838669"", ""bioasq_22640501"", ""bioasq_23202144"", ""bioasq_22155803"", ""bioasq_21136256"", ""bioasq_20373339"", ""bioasq_20351675""]","[0.293243, 0.278091, 0.270456, 0.269463, 0.246013, 0.23971, 0.233733, 0.227692, 0.219374, 0.21349]",1.0,1.0,0.37037
tfidf,bioasq_3054,"[""bioasq_26518482"", ""bioasq_28780612"", ""bioasq_32689928"", ""bioasq_28348222"", ""bioasq_26748519"", ""bioasq_15004568"", ""bioasq_25409831"", ""bioasq_22495304"", ""bioasq_32211023"", ""bioasq_25367294""]","[0.287833, 0.286737, 0.264589, 0.259849, 0.246408, 0.205709, 0.201449, 0.199675, 0.198496, 0.164336]",0.650921,0.5,1.0
tfidf,bioasq_3474,"[""bioasq_14166458"", ""bioasq_3792843"", ""bioasq_21915450"", ""bioasq_25224968"", ""bioasq_29531424"", ""bioasq_16826074"", ""bioasq_7702105"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808""]","[0.258139, 0.252161, 0.118102, 0.101969, 0.096408, 0.078469, 0.078053, 0.074934, 0.057947, 0.05702]",0.906025,1.0,1.0
tfidf,bioasq_509,"[""bioasq_19112098"", ""bioasq_19158349"", ""bioasq_19395670"", ""bioasq_24101520"", ""bioasq_17286271"", ""bioasq_19840770"", ""bioasq_15134458"", ""bioasq_19708671"", ""bioasq_22971924"", ""bioasq_16564056""]","[0.444158, 0.406403, 0.398028, 0.351816, 0.332772, 0.299385, 0.297222, 0.288297, 0.284246, 0.253004]",1.0,1.0,0.588235
tfidf,bioasq_3006,"[""bioasq_30378008"", ""bioasq_30446596"", ""bioasq_29310444"", ""bioasq_29089894"", ""bioasq_30413151"", ""bioasq_29848108"", ""bioasq_32648856"", ""bioasq_29616494"", ""bioasq_30182284"", ""bioasq_30341990""]","[0.629177, 0.521219, 0.514078, 0.485417, 0.477146, 0.435016, 0.403954, 0.387557, 0.383039, 0.375276]",0.926636,1.0,0.692308
tfidf,bioasq_3319,"[""bioasq_22284190"", ""bioasq_23827161"", ""bioasq_26938566"", ""bioasq_12479803"", ""bioasq_24825142"", ""bioasq_27928945"", ""bioasq_27713030"", ""bioasq_26398764"", ""bioasq_8022486"", ""bioasq_28716890""]","[0.515164, 0.477787, 0.468901, 0.467256, 0.456382, 0.36112, 0.345581, 0.342115, 0.262263, 0.216273]",0.90626,1.0,0.888889
tfidf,bioasq_4053,"[""bioasq_24560760"", ""bioasq_21327862"", ""bioasq_31728883"", ""bioasq_31785177"", ""bioasq_33080729"", ""bioasq_8819627"", ""bioasq_19888755"", ""bioasq_17721227"", ""bioasq_21035151"", ""bioasq_20593981""]","[0.3387, 0.296959, 0.264422, 0.24342, 0.208966, 0.144293, 0.08874, 0.080381, 0.078931, 0.072733]",1.0,1.0,1.0
tfidf,bioasq_2127,"[""bioasq_25378307"", ""bioasq_27929098"", ""bioasq_26091399"", ""bioasq_27329130"", ""bioasq_27490187"", ""bioasq_22952783"", ""bioasq_32118252"", ""bioasq_19414162"", ""bioasq_30285185"", ""bioasq_29554239""]","[0.380908, 0.216098, 0.211503, 0.204864, 0.194295, 0.190299, 0.135745, 0.133903, 0.131521, 0.115792]",1.0,1.0,1.0
tfidf,bioasq_4400,"[""bioasq_33297150"", ""bioasq_31473899"", ""bioasq_32042077"", ""bioasq_31936187"", ""bioasq_21190672"", ""bioasq_22530047"", ""bioasq_18254933"", ""bioasq_17624551"", ""bioasq_20080197"", ""bioasq_22416126""]","[0.546737, 0.468173, 0.139414, 0.128711, 0.127419, 0.08968, 0.079268, 0.076064, 0.071797, 0.069657]",1.0,1.0,1.0
tfidf,bioasq_2340,"[""bioasq_25789661"", ""bioasq_26894245"", ""bioasq_27317414"", ""bioasq_28479184"", ""bioasq_27920714"", ""bioasq_26088268"", ""bioasq_27727040"", ""bioasq_25899749"", ""bioasq_27568285"", ""bioasq_26095746""]","[0.467775, 0.361402, 0.358731, 0.335744, 0.335563, 0.329724, 0.310733, 0.294186, 0.291222, 0.252067]",1.0,1.0,0.47619
tfidf,bioasq_2556,"[""bioasq_27815399"", ""bioasq_28025282"", ""bioasq_29531424"", ""bioasq_28921611"", ""bioasq_22530047"", ""bioasq_22005615"", ""bioasq_33679227"", ""bioasq_7739505"", ""bioasq_23199349"", ""bioasq_12587941""]","[0.433686, 0.377683, 0.111505, 0.104263, 0.094588, 0.086668, 0.082845, 0.068744, 0.068125, 0.067022]",0.80481,1.0,0.75
tfidf,bioasq_251,"[""bioasq_22178447"", ""bioasq_22414580"", ""bioasq_19485423"", ""bioasq_22934887"", ""bioasq_22692575"", ""bioasq_21630460"", ""bioasq_23436753"", ""bioasq_20005186"", ""bioasq_22530047"", ""bioasq_23172894""]","[0.25506, 0.254739, 0.238753, 0.1952, 0.182238, 0.173408, 0.167444, 0.161634, 0.15919, 0.157143]",0.933746,1.0,0.818182
tfidf,bioasq_2401,"[""bioasq_11559751"", ""bioasq_20501974"", ""bioasq_10806101"", ""bioasq_3219911"", ""bioasq_14555468"", ""bioasq_24424980"", ""bioasq_24717404"", ""bioasq_20705812"", ""bioasq_21658950"", ""bioasq_21546358""]","[0.232315, 0.187995, 0.157925, 0.15385, 0.135851, 0.12947, 0.097655, 0.095936, 0.091678, 0.090915]",1.0,1.0,1.0
tfidf,bioasq_4710,"[""bioasq_27458179"", ""bioasq_29667413"", ""bioasq_25961439"", ""bioasq_34001027"", ""bioasq_30941328"", ""bioasq_26927491"", ""bioasq_27274539"", ""bioasq_29521727"", ""bioasq_23452629"", ""bioasq_34642274""]","[0.631879, 0.543416, 0.479146, 0.410407, 0.407533, 0.40039, 0.370041, 0.341145, 0.335115, 0.333852]",1.0,1.0,0.588235
tfidf,bioasq_3625,"[""bioasq_28039265"", ""bioasq_2085926"", ""bioasq_22589170"", ""bioasq_21403567"", ""bioasq_30341990"", ""bioasq_16238072"", ""bioasq_22530047"", ""bioasq_12831662"", ""bioasq_19033369"", ""bioasq_23150908""]","[0.258434, 0.254132, 0.114914, 0.113106, 0.111384, 0.077065, 0.067475, 0.063191, 0.05884, 0.058747]",0.469279,1.0,0.333333
tfidf,bioasq_1935,"[""bioasq_26342387"", ""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795"", ""bioasq_22162947"", ""bioasq_23809990"", ""bioasq_30550956""]","[0.439703, 0.109591, 0.08518, 0.065871, 0.064817, 0.056936, 0.052129, 0.051353, 0.049794, 0.048928]",1.0,1.0,1.0
tfidf,bioasq_316,"[""bioasq_18223678"", ""bioasq_19700217"", ""bioasq_17483436"", ""bioasq_9616291"", ""bioasq_12964003"", ""bioasq_19968287"", ""bioasq_12680874"", ""bioasq_9492037"", ""bioasq_20219072"", ""bioasq_22934887""]","[0.234923, 0.23429, 0.223937, 0.193986, 0.192543, 0.18944, 0.181992, 0.166097, 0.15953, 0.15917]",0.826333,1.0,0.258065
tfidf,bioasq_1992,"[""bioasq_24187330"", ""bioasq_15637691"", ""bioasq_24105630"", ""bioasq_22553304"", ""bioasq_25415685"", ""bioasq_9240650"", ""bioasq_23322160"", ""bioasq_16332594"", ""bioasq_15701271"", ""bioasq_12377335""]","[0.395791, 0.354366, 0.351988, 0.338676, 0.334542, 0.297854, 0.285025, 0.278222, 0.256315, 0.229393]",1.0,1.0,0.526316
tfidf,bioasq_874,"[""bioasq_23701892"", ""bioasq_23574755"", ""bioasq_24321840"", ""bioasq_23744636"", ""bioasq_23669156"", ""bioasq_24001705"", ""bioasq_23797027"", ""bioasq_23577724"", ""bioasq_24300829"", ""bioasq_23571811""]","[0.580873, 0.44916, 0.380522, 0.286939, 0.269442, 0.267546, 0.256939, 0.178451, 0.165707, 0.126609]",1.0,1.0,0.588235
tfidf,bioasq_1160,"[""bioasq_24392948"", ""bioasq_25277144"", ""bioasq_22362844"", ""bioasq_26152132"", ""bioasq_22530047"", ""bioasq_22918043"", ""bioasq_7739505"", ""bioasq_26474779"", ""bioasq_33679227"", ""bioasq_2080488""]","[0.559614, 0.481042, 0.36937, 0.293142, 0.10908, 0.108021, 0.092509, 0.07917, 0.077159, 0.076551]",0.989606,1.0,1.0
tfidf,bioasq_3669,"[""bioasq_19319518"", ""bioasq_2451706"", ""bioasq_29531424"", ""bioasq_2564419"", ""bioasq_26121906"", ""bioasq_24394544"", ""bioasq_24178563"", ""bioasq_2164822"", ""bioasq_23250067"", ""bioasq_20501974""]","[0.316201, 0.180998, 0.180812, 0.179049, 0.136107, 0.11304, 0.100461, 0.100149, 0.095971, 0.087607]",0.927961,1.0,1.0
tfidf,bioasq_3508,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_12587941"", ""bioasq_22435808"", ""bioasq_15846065"", ""bioasq_7607795"", ""bioasq_22162947"", ""bioasq_23809990"", ""bioasq_30550956"", ""bioasq_23199349""]","[0.195503, 0.151956, 0.11751, 0.115628, 0.101569, 0.092994, 0.09161, 0.08883, 0.087284, 0.086554]",0.0,0.0,0.0
tfidf,bioasq_2470,"[""bioasq_28229309"", ""bioasq_27939059"", ""bioasq_26865511"", ""bioasq_28485722"", ""bioasq_2238088"", ""bioasq_8535646"", ""bioasq_32066940"", ""bioasq_30081197"", ""bioasq_7620118"", ""bioasq_12429702""]","[0.274027, 0.267109, 0.259065, 0.206011, 0.117354, 0.107207, 0.099664, 0.09895, 0.098009, 0.095379]",0.64794,1.0,0.5
tfidf,bioasq_1441,"[""bioasq_24510436"", ""bioasq_21549050"", ""bioasq_22163191"", ""bioasq_23236188"", ""bioasq_3219911"", ""bioasq_18279518"", ""bioasq_20301308"", ""bioasq_20501974"", ""bioasq_22688023"", ""bioasq_20376615""]","[0.412189, 0.210473, 0.0854, 0.081102, 0.075222, 0.068034, 0.058109, 0.057767, 0.056739, 0.056117]",0.877215,1.0,1.0
tfidf,bioasq_2879,"[""bioasq_28450637"", ""bioasq_28468764"", ""bioasq_22319573"", ""bioasq_21515253"", ""bioasq_16527865"", ""bioasq_19234192"", ""bioasq_29674518"", ""bioasq_25210844"", ""bioasq_24453983"", ""bioasq_28714474""]","[0.575349, 0.147899, 0.14161, 0.126251, 0.11325, 0.106979, 0.103458, 0.103191, 0.09798, 0.096829]",1.0,1.0,1.0
tfidf,bioasq_1279,"[""bioasq_11022396"", ""bioasq_25080137"", ""bioasq_10953647"", ""bioasq_14638887"", ""bioasq_8491310"", ""bioasq_33068633"", ""bioasq_21194654"", ""bioasq_9381026"", ""bioasq_26927720"", ""bioasq_20301308""]","[0.353974, 0.352256, 0.178504, 0.17822, 0.173889, 0.157712, 0.125063, 0.124984, 0.121647, 0.121291]",0.767171,1.0,0.666667
tfidf,bioasq_2438,"[""bioasq_29042094"", ""bioasq_27450626"", ""bioasq_18703004"", ""bioasq_23745965"", ""bioasq_19882785"", ""bioasq_18706417"", ""bioasq_24410536"", ""bioasq_18486739"", ""bioasq_19886505"", ""bioasq_20540088""]","[0.318744, 0.277651, 0.275782, 0.271184, 0.268824, 0.265882, 0.240062, 0.237952, 0.231373, 0.227359]",1.0,1.0,0.294118
tfidf,bioasq_3545,"[""bioasq_29549631"", ""bioasq_30312216"", ""bioasq_26838744"", ""bioasq_10566200"", ""bioasq_26780618"", ""bioasq_25213870"", ""bioasq_27558398"", ""bioasq_8411203"", ""bioasq_24105630"", ""bioasq_29042094""]","[0.325611, 0.224866, 0.177371, 0.123674, 0.116347, 0.110719, 0.109938, 0.103899, 0.10339, 0.100637]",0.982892,1.0,1.0
tfidf,bioasq_440,"[""bioasq_1415421"", ""bioasq_21606744"", ""bioasq_10550877"", ""bioasq_10912967"", ""bioasq_8142051"", ""bioasq_14663844"", ""bioasq_9664617"", ""bioasq_18254450"", ""bioasq_18577682"", ""bioasq_10419606""]","[0.493515, 0.466746, 0.461636, 0.461231, 0.442325, 0.425702, 0.412383, 0.410553, 0.38765, 0.341412]",1.0,1.0,0.37037
tfidf,bioasq_3994,"[""bioasq_26938566"", ""bioasq_18950873"", ""bioasq_23827161"", ""bioasq_28140549"", ""bioasq_30892111"", ""bioasq_26539452"", ""bioasq_26026060"", ""bioasq_19494549"", ""bioasq_20059439"", ""bioasq_23150934""]","[0.162826, 0.161875, 0.150172, 0.136797, 0.12146, 0.104227, 0.103238, 0.090729, 0.085994, 0.083539]",0.0,0.0,0.0
tfidf,bioasq_1307,"[""bioasq_24321297"", ""bioasq_23279204"", ""bioasq_17297477"", ""bioasq_24992036"", ""bioasq_21957497"", ""bioasq_22703643"", ""bioasq_20392851"", ""bioasq_18254933"", ""bioasq_26598646"", ""bioasq_28018143""]","[0.483047, 0.450227, 0.337816, 0.319552, 0.176968, 0.166444, 0.146202, 0.145611, 0.125919, 0.124626]",0.920205,1.0,0.875
tfidf,bioasq_2991,"[""bioasq_20691136"", ""bioasq_18306452"", ""bioasq_25418138"", ""bioasq_25477509"", ""bioasq_26770990"", ""bioasq_24349058"", ""bioasq_28100919"", ""bioasq_33241206"", ""bioasq_22355263"", ""bioasq_22773877""]","[0.390328, 0.312683, 0.187246, 0.144605, 0.141208, 0.140376, 0.135008, 0.096536, 0.087084, 0.076609]",0.905865,1.0,1.0
tfidf,bioasq_195,"[""bioasq_8333797"", ""bioasq_9489964"", ""bioasq_23555069"", ""bioasq_2189307"", ""bioasq_17923583"", ""bioasq_18221125"", ""bioasq_12963854"", ""bioasq_17315395"", ""bioasq_17893267"", ""bioasq_12165115""]","[0.516964, 0.448521, 0.417643, 0.405067, 0.395193, 0.374181, 0.373586, 0.363091, 0.358247, 0.347309]",1.0,1.0,0.384615
tfidf_cross_encoder,bioasq_416,"[""bioasq_22454067"", ""bioasq_22362925"", ""bioasq_20869034"", ""bioasq_19219028"", ""bioasq_21326217"", ""bioasq_21520335"", ""bioasq_22454066"", ""bioasq_25680078"", ""bioasq_18660821"", ""bioasq_15863502""]","[5.736067, 3.410418, 3.390792, 2.419196, 2.285241, 1.155327, -0.948674, -3.459455, -3.492975, -4.86394]",0.920205,1.0,0.875
tfidf_cross_encoder,bioasq_4448,"[""bioasq_31301033"", ""bioasq_24410536"", ""bioasq_23605694"", ""bioasq_32100250"", ""bioasq_22758911"", ""bioasq_25750295"", ""bioasq_28589525"", ""bioasq_31100030"", ""bioasq_30194661"", ""bioasq_21456524""]","[8.558177, -5.019269, -5.989417, -6.654084, -6.657512, -6.772172, -7.165337, -7.175025, -7.448191, -7.50458]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_2483,"[""bioasq_25554218"", ""bioasq_18975117"", ""bioasq_20438784"", ""bioasq_10545285"", ""bioasq_22828605"", ""bioasq_21060250"", ""bioasq_25457975"", ""bioasq_14720367"", ""bioasq_18223678"", ""bioasq_23349185""]","[4.729115, 4.566328, 4.544064, 3.359701, 1.80469, -2.96128, -3.384269, -5.09375, -5.542048, -6.053014]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_339,"[""bioasq_7723058"", ""bioasq_3357886"", ""bioasq_8433382"", ""bioasq_1978331"", ""bioasq_7932780"", ""bioasq_8411203"", ""bioasq_2253708"", ""bioasq_1556753"", ""bioasq_3454289"", ""bioasq_2326195""]","[4.902526, 4.175866, 3.725507, 2.984116, 2.729831, 2.260698, 1.649484, 1.630831, 1.218986, 0.102436]",1.0,1.0,0.909091
tfidf_cross_encoder,bioasq_647,"[""bioasq_8655146"", ""bioasq_18231710"", ""bioasq_15099592"", ""bioasq_15731758"", ""bioasq_22091729"", ""bioasq_25337607"", ""bioasq_14561495"", ""bioasq_22781092"", ""bioasq_21199105"", ""bioasq_21753178""]","[8.413217, 8.22867, 8.096893, 7.608294, 7.115279, 6.978354, 6.965487, 6.916036, 6.858546, 6.811954]",1.0,1.0,0.416667
tfidf_cross_encoder,bioasq_3617,"[""bioasq_17205086"", ""bioasq_27655110"", ""bioasq_23786024"", ""bioasq_10566200"", ""bioasq_25987851"", ""bioasq_23972284"", ""bioasq_29278542"", ""bioasq_19636526"", ""bioasq_29089894"", ""bioasq_24300339""]","[2.062693, 1.944374, 1.895273, 1.485425, -2.291724, -4.035326, -4.10491, -4.425621, -4.903411, -5.469647]",0.967468,1.0,1.0
tfidf_cross_encoder,bioasq_3206,"[""bioasq_29531424"", ""bioasq_22005615"", ""bioasq_25378307"", ""bioasq_29518851"", ""bioasq_21315458"", ""bioasq_33068633"", ""bioasq_20158590"", ""bioasq_26748519"", ""bioasq_16238072"", ""bioasq_26305296""]","[9.812551, -3.944531, -4.878068, -6.339503, -6.549156, -7.002309, -7.284963, -7.375965, -7.861894, -8.18125]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_4564,"[""bioasq_32520777"", ""bioasq_29374079"", ""bioasq_31578082"", ""bioasq_16831322"", ""bioasq_30079523"", ""bioasq_22446440"", ""bioasq_23150908"", ""bioasq_32813947"", ""bioasq_15950200"", ""bioasq_10898405""]","[-0.435384, -4.266468, -4.354748, -4.767657, -4.960183, -5.443732, -5.448747, -5.653076, -6.490145, -6.825791]",0.0,0.0,0.0
tfidf_cross_encoder,bioasq_1693,"[""bioasq_15195149"", ""bioasq_15175162"", ""bioasq_24820420"", ""bioasq_11834832"", ""bioasq_26240385"", ""bioasq_10377381"", ""bioasq_12050112"", ""bioasq_24095115"", ""bioasq_9989412"", ""bioasq_12034751""]","[5.273139, 5.171749, 4.203457, 1.681542, -0.74577, -1.207596, -1.442359, -2.199739, -2.300369, -5.041031]",0.781805,1.0,0.7
tfidf_cross_encoder,bioasq_4120,"[""bioasq_31776460"", ""bioasq_31988111"", ""bioasq_31675472"", ""bioasq_23870259"", ""bioasq_30776586"", ""bioasq_23182945"", ""bioasq_22163191"", ""bioasq_27458220"", ""bioasq_22293076"", ""bioasq_27837588""]","[7.042796, 6.858199, 3.93854, -5.232569, -5.950395, -7.364367, -7.460186, -7.55153, -8.069075, -8.427926]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_1234,"[""bioasq_25840010"", ""bioasq_34117353"", ""bioasq_22700584"", ""bioasq_23279204"", ""bioasq_18079183"", ""bioasq_23641065"", ""bioasq_23822101"", ""bioasq_17317627"", ""bioasq_19180239"", ""bioasq_21527018""]","[5.729697, -0.868439, -0.972937, -1.193767, -1.841093, -2.32322, -2.332847, -2.725372, -3.36065, -4.733335]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_2770,"[""bioasq_20174964"", ""bioasq_15909992"", ""bioasq_21300291"", ""bioasq_17286271"", ""bioasq_23973165"", ""bioasq_20924097"", ""bioasq_10953551"", ""bioasq_16639702"", ""bioasq_23465540"", ""bioasq_20351675""]","[1.647465, 1.59644, 1.395633, -6.94142, -7.335111, -7.567934, -7.577216, -7.96043, -7.975034, -8.026717]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_3787,"[""bioasq_25639508"", ""bioasq_28430577"", ""bioasq_22670867"", ""bioasq_28589525"", ""bioasq_23049074"", ""bioasq_31008773"", ""bioasq_22055460"", ""bioasq_28485722"", ""bioasq_23393146"", ""bioasq_25150498""]","[4.387196, -0.633645, -1.448252, -1.46145, -1.601218, -2.578538, -3.898706, -4.215867, -4.88945, -6.437131]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_2905,"[""bioasq_26238440"", ""bioasq_25457975"", ""bioasq_24127448"", ""bioasq_27084348"", ""bioasq_24667717"", ""bioasq_24742319"", ""bioasq_2080488"", ""bioasq_26474779"", ""bioasq_21044436"", ""bioasq_27727040""]","[2.88665, 2.428875, 1.600892, 1.341242, 0.9371, -0.660146, -2.55547, -3.126736, -4.627787, -6.054189]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_2237,"[""bioasq_27370569"", ""bioasq_19270706"", ""bioasq_30500173"", ""bioasq_25415685"", ""bioasq_26685307"", ""bioasq_28989334"", ""bioasq_24692729"", ""bioasq_25457975"", ""bioasq_9231669"", ""bioasq_12377335""]","[6.976763, -2.49903, -3.325751, -4.528588, -4.988838, -5.15437, -5.9698, -6.043558, -6.164016, -6.665157]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_3039,"[""bioasq_28589525"", ""bioasq_29688815"", ""bioasq_30205177"", ""bioasq_28890641"", ""bioasq_17538086"", ""bioasq_26872887"", ""bioasq_3913772"", ""bioasq_24219041"", ""bioasq_26474779"", ""bioasq_14963199""]","[6.861813, 6.0687, 5.071382, 3.482844, -0.470376, -4.438438, -4.692018, -5.117576, -5.343883, -5.522621]",1.0,1.0,1.0
tfidf_cross_encoder,bioasq_284,"[""bioasq_12679063"", ""bioasq_25866560"", ""bioasq_22436025"", ""bioasq_25093879"", ""bioasq_18154465"", ""bioasq_12740943"", ""bioasq_23822094"", ""bioasq_25691496"", ""bioasq_25159591"", ""bioasq_25387454""]","[2.954489, 2.305695, 2.283392, 2.232456, 1.700927, 1.698415, 1.60491, 1.511409, 0.684701, 0.537122]",1.0,1.0,0.454545
